Aceh,Meulaboh dengan ibukota Meulaboh dengan Landschappennya Kaway XVI, Woyla, Bubon, Lhok Bubon, Seunagan, Seuneu'am, Beutong, Tungkop dan Pameue;, , ,Karesidenan Aceh,Penjajahan Belanda,Sejarah
Aceh,Tjalang dengan ibukota Tjalang (dan sebelum tahun 1910 ibukotanya adalah Lhok Kruet) dengan Landschappennya Keluang, Kuala Daya, Lambeusoi, Kuala Unga, Lhok Kruet, Patek, Lageun, Rigaih, Krueng Sabee dan Teunom;, , ,Karesidenan Aceh,Penjajahan Belanda,Sejarah
Aceh,Peningkatan Sumber Daya Manusia., , , ,Program Strategis Pembangunan Daerah,Pemerintahan
Aceh,Pemberdayaan ekonomi masyarakat., , , ,Program Strategis Pembangunan Daerah,Pemerintahan
Aceh,Meningkatakan aksesibilitas daerah., , , ,Program Strategis Pembangunan Daerah,Pemerintahan
Aceh,Meningkatkan pendapatan daerah., , , ,Program Strategis Pembangunan Daerah,Pemerintahan
Aceh,Perisai berbentuk kubah masjid, melambangkan ketahanan Nasional dan kerukunan yang dijiwai oleh semangat keagamaan;, , , ,Lambang,Pemerintahan
Aceh,Bintang persegi lima, melambangkan falsafah negara, Pancasila;, , , ,Lambang,Pemerintahan
Aceh,Kupiah Meukeutop, melambangkan kepemimpinan;, , , ,Lambang,Pemerintahan
Aceh,Dua tangkai kiri kanan yang mengapit Kupiah Meukeutop terdiri dari kapas, padi, kelapa dan cengkeh, melambangkan kesuburan dan kemakmuran daerah;, , , ,Lambang,Pemerintahan
Aceh,Rencong, melambangkan jiwa patriotik/kepahlawanan rakyat;, , , ,Lambang,Pemerintahan
Aceh,Kitab dan Kalam, melambangkan ilmu pengetahuan dan peradaban;, , , ,Lambang,Pemerintahan
Aceh,Tulisan "Aceh Barat" mengandung arti bahwa semua unsur tersebut diatas terdapat di dalam Kabupaten Aceh Barat., , , ,Lambang,Pemerintahan
Aceh,Sebagai petanda batas wilayah Kabupaten Aceh Barat dengan Kabupaten lainnya., , , ,Lambang,Pemerintahan
Aceh,Sebagai cap atau stempel jabatan dinas., , , ,Lambang,Pemerintahan
Aceh,Sebagai lencana yang digunakan oleh pegawai pemerintah Kabupaten Aceh Barat yang sedang menjalankan tugasnya., , , ,Lambang,Pemerintahan
Aceh,Sebagai panji atau bendera digunakan oleh suatu rombongan yang mewakili atau atas nama pemerintah Kabupaten Aceh Baratdan dapat dipergunakan pada tempat tempat upacara resmi, pintu gerbang dan lain sebagainya., , , ,Lambang,Pemerintahan
Aceh,Aceh Barat dengan ibu kota Meulaboh, , ,Antara tahun 2000 s.d. 2003,Kecamatan,Pemerintahan
Aceh,Aceh Jaya dengan ibu kota Calang, , ,Antara tahun 2000 s.d. 2003,Kecamatan,Pemerintahan
Aceh,Nagan Raya dengan ibu kota Sukamakmue, , ,Antara tahun 2000 s.d. 2003,Kecamatan,Pemerintahan
Aceh,Simeulue dengan ibu kota Sinabang, , ,Antara tahun 2000 s.d. 2003,Kecamatan,Pemerintahan
Aceh,Arongan Lambalek, luas 130,06 km2 (4,44% luas Aceh Barat) (27 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Bubon, luas 129,58 km2 (4,43% luas Aceh Barat) (17 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Johan Pahlawan, luas 44,91 km2 (1,53% luas Aceh Barat) (21 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Kaway XVI, luas 510,18 km2 (62 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Meureubo, luas 112,87 km2 (26 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Pantai Ceureumen, luas 490,25 km2 (25 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Panton Reu, luas 83,04 km2 (19 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Samatiga, luas 140,69 km2 (32 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Sungai Mas, luas 781,73 km2 (18 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Woyla (43 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Woyla Barat, luas 123 km2 (24 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,Woyla Timur, luas 132 km2 (26 desa/kelurahan), , ,Sejak pemekaran 2003,Kecamatan,Pemerintahan
Aceh,BPS Kabupaten Aceh Barat, 2007, , , , ,Sumber
Aceh,Luas Kabupaten Aceh Barat menurut Situs Resmi Pemerintah Aceh, , , , ,Sumber
Aceh,Babahrot (1 Mukim, 7 desa/kelurahan), kode Pos 23767, , , ,Kecamatan,Pemerintahan
Aceh,Blangpidie (4 Mukim, 20 desa/kelurahan), kode Pos 23764, , , ,Kecamatan,Pemerintahan
Aceh,Jeumpa (4 Mukim, 10 desa/kelurahan), kode Pos 23764, , , ,Kecamatan,Pemerintahan
Aceh,Kuala Batee (3 mukim,20 desa/kelurahan), kode Pos 23766, , , ,Kecamatan,Pemerintahan
Aceh,Lembah Sabil (3 mukim, 12 desa/kelurahan), kode Pos 23762, , , ,Kecamatan,Pemerintahan
Aceh,Manggeng (3 mukim, 18 desa/kelurahan), kode Pos 23762, , , ,Kecamatan,Pemerintahan
Aceh,Setia (2 mukim, 6 desa/kelurahan), kode Pos 23763, , , ,Kecamatan,Pemerintahan
Aceh,Susoh (4 mukim, 29 desa/kelurahan), kode Pos 23765, , , ,Kecamatan,Pemerintahan
Aceh,Tangan-Tangan (1 mukim, 15 desa/kelurahan), kode Pos 23763, , , ,Kecamatan,Pemerintahan
Aceh,Darat: Budi Daya Air Payau 10 Ha, Budi Daya Air Tawar 20 Ha, , , ,Perikanan,Potensi
Aceh,Laut/Danau/Sungai: Kerambah 5 unit (sungai), , , ,Perikanan,Potensi
Aceh,Ikan selar: 335,3 ton, ikan kwee: 748 ton, ikan layang: 440,4 ton, ikan talang-talang: 3,5 ton
Ikan lemuru: 368,5 ton, ikan teri: 1.080,6 ton, ikan kakap merah: 186,7 ton, ikan lisong: 516,8 ton
Ikan tongkol krai: 889,8 ton, ikan tongkol komo: 833,3 ton, ikan cakalang: 3.642,9 ton, ikan kembung: 1.046,2 ton
Ikan tenggiri: 308,6 ton, ikan tuna mata besar: 423,1 ton, ikan kerapu karang: 136,1 ton, ikan layur: 387,5 ton
Ikan cucut lanyam : 524,4 ton, ikan lainnya: 134,2 ton, , , ,Perikanan,Potensi
Aceh,Ikan selar: 335,3 ton, ikan kwee: 748 ton, ikan layang: 440,4 ton, ikan talang-talang: 3,5 ton, , , ,Perikanan,Potensi
Aceh,Ikan lemuru: 368,5 ton, ikan teri: 1.080,6 ton, ikan kakap merah: 186,7 ton, ikan lisong: 516,8 ton, , , ,Perikanan,Potensi
Aceh,Ikan tongkol krai: 889,8 ton, ikan tongkol komo: 833,3 ton, ikan cakalang: 3.642,9 ton, ikan kembung: 1.046,2 ton, , , ,Perikanan,Potensi
Aceh,Ikan tenggiri: 308,6 ton, ikan tuna mata besar: 423,1 ton, ikan kerapu karang: 136,1 ton, ikan layur: 387,5 ton, , , ,Perikanan,Potensi
Aceh,Ikan cucut lanyam : 524,4 ton, ikan lainnya: 134,2 ton, , , ,Perikanan,Potensi
Aceh,Produksi Air Mineral Kemasan ADANT, terletak di Desa Adant Kecamatan Tangan-tangan Aceh Barat Daya., , , ,Perikanan,Potensi
Aceh,Produski Air Mineral Kemasan IE ABDYA, Terletak di Desa Kuta Tinggi Kecamatan Blangpidie Aceh Barat Daya., , , ,Perikanan,Potensi
Aceh,Pemandian Krueng Baru, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pantai Wisata Ujong Ketapang, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Teupin Batee, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Taman Laut Ujung Manggeng, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pantai Ujung Manggeng, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pasir Butiran Lhok Pawoh, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pantai Wisata Aron Tumpang, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pantai Wisata Blang Padang, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Kuburan Batee Meuculek, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Air Terjun Alue Kareng, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Mon Jeue, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pemandian Krueng Susoh, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Kolam Tgk. Malem, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Batee Permata, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pemandian Kolam Putroe Hijau, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Gunong Cot Keummeunyan, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Panorama Gunong dan Irigasi Mata Ie, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,MakamT. Awee Geutah, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Makam T. Peukan, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Makam Tgk. Dilubuk, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Makam Tgk. Sirah Panyang, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Makam T. Ben Mahmud, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Makam Syeh Mahmud, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pasir Putih Pantai Cemara Indah, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Kuala Katung, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pantai Wisata Nelayan, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pasir Ujong Keutapang, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pulau Gosong, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Taman Laut Ujong Serangga, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pantai Wisata Lama Tuha, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Situs Kerajaan Kuala Batee, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Taman Laut Lama Tuha, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pemandian Air Terjun, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Panton Cut, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Pantai Lama Muda, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Situs Peninggalan Bersejarah Portugis, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Makam Tgk. Djakfar Lailon, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Krung Babahrot, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Wisata Perkebunan, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Raja Malaka, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Krueng Seumayam, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Perkebunan Sawit, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Kolam Renang Drien Payeh, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Wisata Alam Alue Siusen-Alue Kuyuen, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Wisata Alam Krueng Suak, ,Potensi Wisata di Kabupaten Aceh Barat Daya,Tabel objek wisata,Pariwisata,Potensi
Aceh,Baitussalam (13 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Blang Bintang (26 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Darul Imarah (32 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Darul Kamal (14 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Darussalam (29 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Indrapuri (52 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Ingin Jaya (52 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Kota Jantho (14 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Krueng Barona Jaya (12 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Kuta Baro (47 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Kuta Cot Glie (32 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Kuta Malaka (15 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Lembah Seulawah (12 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Leupung (6 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Lhoknga (29 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Lhoong (26 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Mesjid Raya (13 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Montasik (40 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Peukan Bada (26 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Pulo Aceh (17 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Seulimeum (47 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Simpang Tiga (19 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Suka Makmur (35 desa/kelurahan), , , ,Kecamatan,Wilayah
Aceh,Rumah Cut Nyak Dhien. Pada mulanya merupakan tempat tinggal Cut Nyak Dhien. Di dalamnya berisi koleksi sejarah Aceh yang dikelola dan dirawat oleh Pemerintah Kabupaten Aceh Besar. Hanya fondasi yang asli dari bangunan ini, sedangkan yang berdiri sekarang ini adalah hasil renovasi bangunan yang sebelumnya telah dibakar oleh Belanda.[6], , , ,Wisata Sejarah,Pariwisata
Aceh,Masjid Purbakala Indrapuri. Mesjid ini terletak sekitar 25 km ke selatan arah ke Medan dan dapat ditempuh dengan transportasi apapun. Wilayah Indrapuri dulunya merupakan Kerajaan Hindu dan merupakan tempat pemujaan sebelum Islam masuk. Kemudian, Sultan Iskandar Muda memperkenalkan Islam kepada masyarakat. Dan setelah seluruh masyarakat memeluk Islam, tempat yang sebelumnya kuil diubah menjadi sebuah masjid. Bangunan masjid berdiri di atas tanah seluas 33.875 m², terletak di ketinggian 4,8 meter di atas permukaan laut dan berada sekitar 150 meter dari tepi Sungai Krueng Aceh.[6], , , ,Wisata Sejarah,Pariwisata
Aceh,Kuta Indra Patra. Benteng ini terletak ± 19 km dari Banda Aceh arah ke Krueng Raya, dekat Pantai Ujong Batee. Menurut riwayat dibangun pada masa pra Islam di Aceh yaitu pada masa Kerajaan Hindu, Indra Patra. Namun ada sumber yang menyebutkan bahwa benteng ini dibangun pada masa Kesultanan Aceh Darussalam dalam upaya menahan serangan Portugis. Benteng ini sangat besar fungsinya pada zaman Sultan Iskandar Muda yang angkatan lautnya terkenal kuat di Asia Tenggara.[6], , , ,Wisata Sejarah,Pariwisata
Aceh,Makam Laksamana Malahayati, terletak sekitar 32 km dari Kota Banda Aceh. Ia adalah seorang laksamana wanita pertama di dunia modern yang memimpin armada laut pada masa pemerintahan Sultan Saidil Mukammil Alauddin Riayat Syah IV.[6], , , ,Wisata Sejarah,Pariwisata
Aceh,Perpustakaan Kuno Tanoh Abee, terdapat di Desa Tanoh Abee di kaki Gunung Seulawah, Aceh Besar. Perpustakaan Tanoh Abee terletak di dalam kompleks Dayah Tanoh Abee yang didirikan oleh keluarga Fairus yang mencapai klimaks kejayaannya pada masa pimpinan Syekh Abdul Wahab yang terkenal dengan sebutan Teungku Chik Tanoh Abee. Ia meninggal pada tahun 1894 dan dimakamkan di Tanoh Abee. Pengumpulan naskah (manuskrip) Dayah Tanoh Abee telah dimulai sejak Syekh Abdul Rahim, kakek dari Syekh Abdul Wahab. Naskah yang terakhir ditulis pada masa Syekh Muhammad Sa’id, anak Syekh Abdul Wahab yang meninggal dunia pada tahun 1901 di Banda Aceh, dalam tahanan Belanda.[6], , , ,Wisata Sejarah,Pariwisata
Aceh,Rumoh Teunun Nyak Mu, merupakan pusat produksi tenun asli khas Aceh, yang berlokasi di Gampong Siem, Mukim Siem, Kecamatan Darussalam. Lokasi ini berjarak 12 km sebelah timur Kota Banda Aceh. Di Rumoh Teunun Nyak Mu ini di produksi aneka kain tenun Aceh dengan beragam motif khas Aceh.[6], , , ,Wisata Sejarah,Pariwisata
Aceh,Pantai Lhok Nga, , , ,Wisata alam,Pariwisata
Aceh,Pantai Lam Pu'uk, , , ,Wisata alam,Pariwisata
Aceh,Pantai Ujong Batee, , , ,Wisata alam,Pariwisata
Aceh,Pantai Lhok Me, , , ,Wisata alam,Pariwisata
Aceh,Air terjun Sihom, Lhong, , , ,Wisata alam,Pariwisata
Aceh,Air terjun Kuta Malaka, , , ,Wisata alam,Pariwisata
Aceh,Air terjun Peukan Biluy, , , ,Wisata alam,Pariwisata
Aceh,Waduk Keuliling[7], , , ,Wisata alam,Pariwisata
Aceh,Taman Hutan Rakyat Po Cut Meurah Intan[8], , , ,Wisata alam,Pariwisata
Aceh,Pusat Latihan Gajah Saree, , , ,Wisata alam,Pariwisata
Aceh,Gunung Seulawah Agam, , , ,Wisata alam,Pariwisata
Aceh,Cagar Alam Jantho[9], , , ,Wisata alam,Pariwisata
Aceh,Pemandian alam di Brayeun Leupung, , , ,Wisata alam,Pariwisata
Aceh,Pantai Lhok Seudu, , , ,Wisata alam,Pariwisata
Aceh,Benteng Sultan Iskandar Muda, , , ,Wisata alam,Pariwisata
Aceh,Sebuah pemandangan di Ujông Pancu, Peukan Bada, , , ,Wisata alam,Pariwisata
Aceh,Waduk Keuliling di Kuta Cot Glie, , , ,Wisata alam,Pariwisata
Aceh,Lhok Mata Ie, Peukan Bada, , , ,Wisata alam,Pariwisata
Aceh,Pantai Lhok Nga, , , ,Wisata alam,Pariwisata
Aceh,Pantai Lhok Mata Ie, , , ,Wisata alam,Pariwisata
Aceh,Benteng Indra Patra, , , ,Wisata alam,Pariwisata
Aceh,Jaya (34 desa/kelurahan), , , ,Kecamatan,Pemerintahan
Aceh,Krueng Sabee (16 desa/kelurahan), , , ,Kecamatan,Pemerintahan
Aceh,Panga (20 desa/kelurahan), , , ,Kecamatan,Pemerintahan
Aceh,Sampoiniet (38 desa/kelurahan), , , ,Kecamatan,Pemerintahan
Aceh,Setia Bakti (13 desa/kelurahan), , , ,Kecamatan,Pemerintahan
Aceh,Teunom (38 desa/kelurahan), , , ,Kecamatan,Pemerintahan
Aceh,Indra Jaya (14 Desa/Kelurahan), , , ,Kecamatan,Pemerintahan
Aceh,Darul Hikmah, , , ,Kecamatan,Pemerintahan
Aceh,Pasi Raya, , , ,Kecamatan,Pemerintahan
Aceh,Bakongan, , , , ,Kecamatan
Aceh,Bakongan Timur, , , , ,Kecamatan
Aceh,Kluet Selatan, , , , ,Kecamatan
Aceh,Kluet Tengah, , , , ,Kecamatan
Aceh,Kota Bahagia, , , , ,Kecamatan
Aceh,Kluet Timur, , , , ,Kecamatan
Aceh,Kluet Utara, , , , ,Kecamatan
Aceh,Labuhan Haji, , , , ,Kecamatan
Aceh,Labuhan Haji Barat, , , , ,Kecamatan
Aceh,Labuhan Haji Timur, , , , ,Kecamatan
Aceh,Meukek, , , , ,Kecamatan
Aceh,Pasie Raja, , , , ,Kecamatan
Aceh,Sama Dua, , , , ,Kecamatan
Aceh,Sawang, , , , ,Kecamatan
Aceh,Tapak Tuan, , , , ,Kecamatan
Aceh,Trumon, , , , ,Kecamatan
Aceh,Trumon Timur, , , , ,Kecamatan
Aceh,Trumon Tengah, , , , ,Kecamatan
Aceh,Danau Paris, , , ,Kecamatan,Pemerintahan
Aceh,Gunung Meriah, , , ,Kecamatan,Pemerintahan
Aceh,Kota Baharu, , , ,Kecamatan,Pemerintahan
Aceh,Kuala Baru, , , ,Kecamatan,Pemerintahan
Aceh,Pulau Banyak, , , ,Kecamatan,Pemerintahan
Aceh,Pulau Banyak Barat, , , ,Kecamatan,Pemerintahan
Aceh,Simpang Kanan, , , ,Kecamatan,Pemerintahan
Aceh,Singkil, , , ,Kecamatan,Pemerintahan
Aceh,Singkil Utara, , , ,Kecamatan,Pemerintahan
Aceh,Singkohor, , , ,Kecamatan,Pemerintahan
Aceh,Suro Baru, , , ,Kecamatan,Pemerintahan
Aceh,Banda Mulia, , , ,Kecamatan,Demografi
Aceh,Bandar Pusaka, , , ,Kecamatan,Demografi
Aceh,Bendahara, , , ,Kecamatan,Demografi
Aceh,Karang Baru, , , ,Kecamatan,Demografi
Aceh,Kejuruan Muda, , , ,Kecamatan,Demografi
Aceh,Kota Kuala Simpang, , , ,Kecamatan,Demografi
Aceh,Manyak Payed, , , ,Kecamatan,Demografi
Aceh,Rantau, , , ,Kecamatan,Demografi
Aceh,Sekrak, , , ,Kecamatan,Demografi
Aceh,Seruway, , , ,Kecamatan,Demografi
Aceh,Tamiang Hulu, , , ,Kecamatan,Demografi
Aceh,Tenggulun, , , ,Kecamatan,Demografi
Aceh,Ismed Sofyan. Atlet Sepakbola nasional, , , , ,Tokoh dari Aceh Tamiang
Aceh,Derli Amalia Putri. Atlet Menembak internasional [4][5][6][7][8][9], , , , ,Tokoh dari Aceh Tamiang
Aceh,Fifi Young. Artis legendaris, , , , ,Tokoh dari Aceh Tamiang
Aceh,Helenius Henri de Cock. Mantan Gubernur Daerah Istimewa Yogyakarta pada era Hindia Belanda, , , , ,Tokoh dari Aceh Tamiang
Aceh,Hunter Chalid. Master Nasional Catur [10], , , , ,Tokoh dari Aceh Tamiang
Aceh,Abdul Wahab (1945-1949), , , ,Bupati,Pemerintahan
Aceh,Zaini Bakri (1949-1952), , , ,Bupati,Pemerintahan
Aceh,M. Husin (1952-1953), , , ,Bupati,Pemerintahan
Aceh,Mude Sedang (1953-1955), , , ,Bupati,Pemerintahan
Aceh,M. Sahim Hasimi (1955-1958), , , ,Bupati,Pemerintahan
Aceh,Abdul Wahab (1958-1964), , , ,Bupati,Pemerintahan
Aceh,M. Saleh Aman Sari (1964-1966), , , ,Bupati,Pemerintahan
Aceh,M. Isa Amin (1966-1969), , , ,Bupati,Pemerintahan
Aceh,Nyak Abas (1969-1970), , , ,Bupati,Pemerintahan
Aceh,Nurdin Sufi (1970-1975), , , ,Bupati,Pemerintahan
Aceh,M. Beni Banta Cut, BA (1975-1985), , , ,Bupati,Pemerintahan
Aceh,M. Jamil (1985-1990), , , ,Bupati,Pemerintahan
Aceh,Drs. Zainuddin Mard (1990-1991), , , ,Bupati,Pemerintahan
Aceh,Drs. T.M. Yoesoef Zainoel (1991-1992), , , ,Bupati,Pemerintahan
Aceh,Drs. Buchari Isaq (1982-1998), , , ,Bupati,Pemerintahan
Aceh,Drs. Mustafa M. Tamy, M.M. (1998-2004), , , ,Bupati,Pemerintahan
Aceh,Ir. H. Nasaruddin, M.M. (2004-2006), , , ,Bupati,Pemerintahan
Aceh,Drs. H. Syahbuddin, B.P. (2006-2007), , , ,Bupati,Pemerintahan
Aceh,Ir. Nasaruddin, M.M. (2007-2012), , , ,Bupati,Pemerintahan
Aceh,Ir. Mohd. Tanwier. M.M. (4 April 2012-27 Desember 2012), , , ,Bupati,Pemerintahan
